Name,Glass,Garnish,How to make,Contents,Ratios,Gentle / Boozy,Sweet / Dry Sour,Calories,Calories2,Alcohol percentage,Alcohol percentage2,Popularity,Category,URL
Mango Rum Cooler,Collins glass,"['Mango', 'slice']",SHAKE all ingredients with ice and strain into ice-filled glass.,"['Light white rum (charcoal-filtered 1-4 years old)', 'Mango purée', 'Apple juice (apple cider) unsweetened & cloudy', 'Lemon juice (freshly squeezed)']","['2 1⁄2 shot', '1 1⁄2 shot', '1 shot', '1 1⁄2 shot']",,,,199 calories,,12.41,3,Modern,https://www.diffordsguide.com/cocktails/recipe/1244/index.html
Manhattan (Dry),Coupe glass,"['Lemon', 'or', 'orange', 'zest', 'twist']",STIR all ingredients with ice and strain into chilled glass.,"['Bourbon whiskey', 'Dry vermouth', 'Angostura Aromatic Bitters']","['2 shot', '5⁄6 shot', '2 dash']",10,10,173 calories,,27.74,,32,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/1245/index.html
Manhattan (Perfect),Coupe glass,"['Orange', 'zest', 'twist', '(discarded)', '&', 'Luxardo', 'Maraschino', 'cherry']",STIR all ingredients with ice and strain into chilled glass.,"['Bourbon whiskey', 'Rosso/rouge (sweet) vermouth', 'Dry vermouth', 'Angostura Aromatic Bitters']","['2 shot', '5⁄12 shot', '5⁄12 shot', '2 dash']",9,8,179 calories,,27.74,,85,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/1246/index.html
Manhattan (Sweet),Coupe glass,"['Orange', 'zest', 'twist', '(discarded)', '&', 'Luxardo', 'Maraschino', 'Cherry']",STIR all ingredients with ice and strain into chilled glass.,"['Bourbon whiskey', 'Straight rye whiskey (100 proof / 50% alc./vol.)', 'Rosso/rouge (sweet) vermouth', 'Angostura Aromatic Bitters']","['1 1⁄2 shot', '1⁄2 shot', '1 shot', '1 dash']",8,6,187 calories,,28.28,,270,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/1247/index.html
Manhattan Island,Martini glass,"['Skewered', 'Luxardo', 'Maraschino', 'cherry']",STIR all ingredients with ice and fine strain into chilled glass.,"['Rémy Martin 1738 Cognac', 'Rosso/rouge (sweet) vermouth', 'Luxardo Maraschino liqueur', 'Angostura Aromatic Bitters']","['2 shot', '1 shot', '1⁄6 shot', '3 dash']",9,6,,190 calories,,26.96,53,Martini-style,https://www.diffordsguide.com/cocktails/recipe/1248/index.html
Maple Old Fashioned,Old-fashioned glass,"['Orange', 'zest', 'twist']",STIR all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,"['Bourbon whiskey', 'Maple syrup', 'Orange Bitters by Angostura']","['2 shot', '1⁄3 shot', '2 dash']",8,6,189 calories,,29.01,,119,Contemporary classic,https://www.diffordsguide.com/cocktails/recipe/1249/index.html
Maple Leaf,Old-fashioned glass,"['Lemon', 'zest', 'twist']",SHAKE all ingredients with ice and strain into ice-filled glass.,"['Bourbon whiskey', 'Lemon juice (freshly squeezed)', 'Maple syrup']","['2 shot', '1⁄2 shot', '5⁄12 shot']",8,7,,198 calories,,22.12,37,Citrusy,https://www.diffordsguide.com/cocktails/recipe/1250/index.html
Maple Pomme,Collins glass,"['Apple', 'wedge']","SHAKE first four ingredients with ice and strain into ice-filled glass. TOP with ginger ale, lightly stir and serve with straws.","['Blended Scotch whisky', 'Lemon juice (freshly squeezed)', 'Apple juice (apple cider) unsweetened & cloudy', 'Maple syrup', 'Thomas Henry Ginger Ale']","['2 shot', '1⁄2 shot', '1 shot', '1⁄2 shot', 'Top up with']",,,,,Cocktails & Mixed Drinks,,10,,https://www.diffordsguide.com/cocktails/recipe/1251/index.html
404 - Page not found,,[],,[],,,,,,,,,,https://www.diffordsguide.com/cocktails/recipe/1252/index.html
Marama Rum Punch,Sling glass,"['Mint', 'sprig', '&', 'lime', 'wedge']","Lightly MUDDLE mint (just to bruise). Add next five ingredients, SHAKE with ice and strain into ice-filled glass. TOP with lemonade, lightly stir and serve with straws.","['Mint leaves', 'White overproof rum', 'De Kuyper Triple Sec (40%)', 'Lime juice (freshly squeezed)', 'Giffard Orgeat Syrup', 'Angostura Aromatic Bitters', 'Lemon-lime soda (Sprite/7-Up)']","['12 fresh', '1 1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '3 dash', 'Top up with']",,,,,,Cocktails & Mixed Drinks,8,,https://www.diffordsguide.com/cocktails/recipe/1253/index.html
Margarita (straight-up),Coupe glass,"['Salt', 'rim', '(optional)', '&', 'lime', 'wedge']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Patrón Silver blanco tequila', 'De Kuyper Triple Sec (40%)', 'Lime juice (freshly squeezed)', 'Agave syrup', ""Difford's Margarita Bitters (optional)""]","['1 1⁄2 shot', '3⁄4 shot', '3⁄4 shot', '1⁄6 shot', '4 drop']",7,7,167 calories,,22.92,,93,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/1254/index.html
Margarita on-the-rocks (Difford's recipe),Old-fashioned glass,"['Salt', 'rim', '(optional)', '&', 'lime', 'wedge']",SHAKE all ingredients with ice and strain into ice-filled glass.,"['Patrón Reposado tequila', 'De Kuyper Triple Sec (40%)', 'Lime juice (freshly squeezed)', 'Agave syrup', 'Saline solution 4:1 (20g sea salt to 80g water) (optional)', ""Difford's Margarita Bitters (optional)""]","['1 1⁄2 shot', '3⁄4 shot', '3⁄4 shot', '1⁄6 shot', '2 drop', '4 drop']",9,7,,,22.91,,222,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/1255/index.html
Margarita (frozen),Coupe glass,"['Luxardo', 'Maraschino', 'cherry']",BLEND all ingredients with 6oz scoop of crushed ice.,"['Patrón Silver blanco tequila', 'De Kuyper Triple Sec (40%)', 'Lime juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['1 1⁄2 shot', '3⁄4 shot', '3⁄4 shot', '1⁄2 shot']",5,6,202 calories,,18.77,,22,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/1256/index.html
Margarita with Salt Foam Float,Margarita glass,"['Lime', 'wedge']","Combine first three ingredients, POUR into cream whipping siphon and CHARGE with nitrous oxide. Shake and place siphon in a refrigerator for one hour prior to making drink. SHAKE next three ingredients with ice and fine strain into chilled glass. SQUIRT salt foam over surface of drink from siphon.","['Salt', 'Chilled water', 'Pasteurised egg white (or aquafaba)', 'Patrón Reposado tequila', 'Lime juice (freshly squeezed)', 'De Kuyper Triple Sec (40%)']","['4 spoon', '1 pint', '3 shot', '2 shot', '1 shot', '1 shot']",,,,,,Cocktails & Mixed Drinks,2,,https://www.diffordsguide.com/cocktails/recipe/1257/index.html
Marguerite Cocktail,Nick & Nora glass,"['Orange', '(or', 'lemon)', 'zest', 'twist']",STIR all ingredients with ice and strain into chilled glass.,"['Rutte Dry Gin', 'Dry vermouth', 'Orange Curaçao liqueur', 'Orange Bitters by Angostura']","['1 1⁄2 shot', '1 1⁄2 shot', '1⁄24 shot', '2 dash']",9,8,,146 calories,,24.7,6,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/1258/index.html
Maria Theresa Margarita,Coupe glass,"['Lime', 'wedge']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Patrón Reposado tequila', 'Cranberry juice (sweetened)', 'Lime juice (freshly squeezed)', 'Agave syrup']","['2 shot', '1 shot', '1⁄2 shot', '1⁄3 shot']",7,6,,,,,23,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/1259/index.html
Marmalade Cocktail,Coupe glass,"['Orange', 'zest', 'twist']","STIR marmalade with gin in base of shaker so as to dissolve marmalade. ADD other ingredients, SHAKE with ice and fine strain into chilled glass.","['Orange marmalade', 'Rutte Dry Gin', 'Lemon juice (freshly squeezed)']","['4 spoon', '2 shot', '1⁄2 shot']",7,8,,,27.74,,4,Bittersweet,https://www.diffordsguide.com/cocktails/recipe/1260/index.html
Marmarita,Coupe glass,"['Marmite', '(yeast', 'extract)', 'rim']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Patrón Reposado tequila', 'De Kuyper Triple Sec (40%)', 'Lime juice (freshly squeezed)']","['2 shot', '1 shot', '1 shot']",,,,,,,2,,https://www.diffordsguide.com/cocktails/recipe/1261/index.html
Marny Cocktail,Coupe glass,"['Orange', 'zest', 'twist']",STIR (or shake) all ingredients with ice and fine strain into chilled glass.,"['Rutte Dry Gin', 'Grand Marnier or other cognac orange liqueur', 'Orange Bitters by Angostura', 'Chilled water (omit if using wet ice)']","['1 2⁄3 shot', '5⁄6 shot', '2 dash', '1⁄3 shot']",8,6,,,,29.83,23,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/1262/index.html
Marquee,Coupe glass,['Raspberries'],SHAKE all ingredients with ice and fine strain into chilled glass.,"['Bourbon whiskey', 'Giffard Framboise de Ronce (raspberry liqueur)', 'Cranberry juice (sweetened)', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['1 1⁄2 shot', '1⁄2 shot', '1 1⁄2 shot', '1⁄2 shot', '1⁄4 shot']",,,,213 calories,,13.09,10,,https://www.diffordsguide.com/cocktails/recipe/1263/index.html
Martinez,Coupe glass,"['Orange', 'zest', 'twist']",STIR all ingredients with ice and strain into chilled glass.,"['Rutte Old Simon Genever', 'Rosso/rouge (sweet) vermouth', 'Dry vermouth', 'Orange Curaçao liqueur', 'Angostura Aromatic Bitters']","['2 shot', '1 shot', '1⁄4 shot', '1⁄4 shot', '1 dash']",8,6,169 calories,,23.95,,84,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/1264/index.html
Martini Royale,Martini glass,"['Lemon', 'zest', 'twist']",STIR vodka and crème de cassis with ice and strain into chilled glass. TOP with chilled champagne.,"['Ketel One Vodka', 'Joseph Cartron Double Crème de Cassis de Bourgogne', 'Brut champagne or sparkling wine']","['1 1⁄2 shot', '1⁄2 shot', 'Top up with']",,,,,,,3,Champagne,https://www.diffordsguide.com/cocktails/recipe/1265/index.html
Martini Special,Coupe glass,"['Orange', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Rutte Dry Gin', 'Rosso/rouge (sweet) vermouth', 'Orange flower/blossom water', 'La Fée Parisienne absinthe', 'Angostura Aromatic Bitters']","['2 shot', '3⁄4 shot', '1⁄24 shot', '2 dash', '1 dash']",9,6,180 calories,,28.32,,13,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/1266/index.html
'Martini' Thyme,Martini glass,"['Olives', 'on', 'thyme', 'sprig']","MUDDLE thyme in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","['Lemon thyme (remove stalks)', 'Rutte Dry Gin', 'Green Chartreuse liqueur', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['2 sprig', '1 shot', '3⁄4 shot', '1⁄4 shot']",,,,,,,4,Martini-style,https://www.diffordsguide.com/cocktails/recipe/1267/index.html
Mary Pickford Cocktail,Coupe glass,"['Luxardo', 'Maraschino', 'cherry']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Gold rum (1-3 years old mellow light)', 'Pineapple juice (fresh pressed)', 'Luxardo Maraschino liqueur', 'Giffard Grenadine syrup']","['2 shot', '1 1⁄2 shot', '1⁄6 shot', '1⁄6 shot']",6,5,,180 calories,,17.95,70,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/1268/index.html
Mary Queen of Scots,Old-fashioned glass,"['Lemon', 'zest', 'twist']",STIR all ingredients with ice and strain into ice-filled glass.,"['Blended Scotch whisky', 'Green Chartreuse liqueur', 'Drambuie liqueur']","['1 1⁄3 shot', '2⁄3 shot', '2⁄3 shot']",,,222 calories,,37.08,,20,Short & stirred,https://www.diffordsguide.com/cocktails/recipe/1269/index.html
Mary Rose,Coupe glass,"['Lime', 'zest', 'twist', '(discarded)', '&', 'rosemary', 'sprig']","MUDDLE rosemary in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","['Rosemary sprig', 'Rutte Dry Gin', 'Green Chartreuse liqueur', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Chilled water (omit if using wet ice)']","['1 fresh', '1 1⁄2 shot', '3⁄4 shot', '1⁄3 shot', '1⁄3 shot']",7,4,,,,29.24,6,Herbal,https://www.diffordsguide.com/cocktails/recipe/1270/index.html
Maurice Cocktail,Coupe glass,"['Orange', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Rutte Dry Gin', 'La Fée Parisienne absinthe', 'Dry vermouth', 'Rosso/rouge (sweet) vermouth', 'Orange juice (freshly squeezed)']","['1 1⁄2 shot', '1⁄4 shot', '3⁄4 shot', '3⁄4 shot', '3⁄4 shot']",,,,,,,5,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/1271/index.html
Mat the Rat,Collins glass,"['Lime', 'wedge']","SHAKE first four ingredients with ice and strain into ice-filled glass. TOP with lemonade, lightly stir and serve with straws.","['Light white rum (charcoal-filtered 1-4 years old)', 'De Kuyper Triple Sec (40%)', 'Orange juice (freshly squeezed)', 'Lime juice (freshly squeezed)', 'Lemon-lime soda (Sprite/7-Up)']","['2 shot', '1⁄2 shot', '1 1⁄2 shot', '1⁄2 shot', 'Top up with']",,,,,,Cocktails & Mixed Drinks,4,,https://www.diffordsguide.com/cocktails/recipe/1272/index.html
Matador No.1,Collins glass,"['Pineapple', 'wedge']",SHAKE all ingredients with ice and strain into ice-filled glass.,"['Patrón Reposado tequila', 'De Kuyper Triple Sec (40%)', 'Lime juice (freshly squeezed)', 'Pineapple juice (fresh pressed)']","['1 1⁄2 shot', '2⁄3 shot', '1⁄2 shot', '2 shot']",7,7,,,,,20,Long drinks & highballs,https://www.diffordsguide.com/cocktails/recipe/1273/index.html
Mauresque,Collins glass,['None'],"POUR absinthe and almond syrup into glass. Ideally, serve iced water separately in a small jug (known in France as a 'broc') so the customer can dilute to their own taste. Lastly, add ice to fill the glass.","['La Fée Parisienne absinthe', 'Giffard Orgeat Syrup', 'Chilled water']","['1 shot', '2⁄3 shot', '4 shot']",,,,,,10.91,18,Long drinks & highballs,https://www.diffordsguide.com/cocktails/recipe/1274/index.html
Mayan,Old-fashioned glass,"['Pineapple', 'wedge', 'on', 'rim', '&/or', 'float', '3', 'coffee', 'beans']",SHAKE all ingredients with ice and strain into ice-filled glass.,"['Patrón Reposado tequila', 'Bebo Coffee Liqueur', 'Pineapple juice (fresh pressed)']","['1 1⁄2 shot', '1⁄2 shot', '1 1⁄2 shot']",6,5,,165 calories,,16.59,31,Fruity,https://www.diffordsguide.com/cocktails/recipe/1275/index.html
Mayan Whore,Sling glass,"['Pineapple', 'wedge']","SHAKE first 3 ingredients with ice and strain into ice-filled glass. TOP with soda, DO NOT STIR and serve with straws.","['Patrón Reposado tequila', 'Bebo Coffee Liqueur', 'Pineapple juice (fresh pressed)', 'Thomas Henry Soda Water']","['2 shot', '3⁄4 shot', '1 1⁄2 shot', '1 1⁄2 shot']",5,5,,,,13.74,4,,https://www.diffordsguide.com/cocktails/recipe/1276/index.html
Mayfair Cocktail,Coupe glass,"['Orange', 'zest', 'twist']","MUDDLE clove in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","['Clove', 'Rutte Dry Gin', 'De Kuyper Apricot Brandy liqueur', 'Orange juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['1 dried', '1 2⁄3 shot', '5⁄6 shot', '5⁄6 shot', '1⁄6 shot']",6,5,,,,21.12,10,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/1277/index.html
404 - Page not found,,[],,[],,,,,,,,,,https://www.diffordsguide.com/cocktails/recipe/1278/index.html
Maxim's Coffee (Hot),Toddy glass,"['Coffee', 'beans']",POUR all ingredients into warmed glass and STIR.,"['Rémy Martin 1738 Cognac', 'Bénédictine D.O.M. liqueur', ""Galliano L'Autentico liqueur"", 'Filter coffee (hot)']","['1 shot', '1⁄2 shot', '1⁄4 shot', 'Top up with']",,,,,,Cocktails & Mixed Drinks,4,Hot Drinks,https://www.diffordsguide.com/cocktails/recipe/1279/index.html
404 - Page not found,,[],,[],,,,,,,,,,https://www.diffordsguide.com/cocktails/recipe/1280/index.html
Medicinal Solution,Collins glass,"['Lime', 'wedge']","SHAKE first 5 ingredients with ice and strain into ice-filled glass. TOP with tonic water, lightly stir and serve with straws.","['Rutte Old Simon Genever', 'Green Chartreuse liqueur', 'Lime juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Angostura Aromatic Bitters', 'Thomas Henry Tonic Water']","['1 1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄4 shot', '3 dash', 'Top up with']",,,,,Cocktails & Mixed Drinks,,5,,https://www.diffordsguide.com/cocktails/recipe/1281/index.html
Medium Martini,Martini glass,"['Orange', 'zest', 'twist']",STIR all ingredients with ice and strain into chilled glass,"['Rutte Dry Gin', 'Dry vermouth', 'Rosso/rouge (sweet) vermouth']","['1 1⁄2 shot', '3⁄4 shot', '3⁄4 shot']",,,,,,,15,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/1282/index.html
Melon Ball Shot,Shot glass,['None'],SHAKE all ingredients with ice and fine strain into chilled glass.,"['Ketel One Vodka', 'Green melon liqueur', 'Orange juice (freshly squeezed)']","['1⁄2 shot', '1⁄2 shot', '3⁄4 shot']",,,,,,,,Shot cocktails,https://www.diffordsguide.com/cocktails/recipe/1283/index.html
Melon Collie Martini,Martini glass,"['Crumbled', ""Cadbury's"", 'Flake', 'bar']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Light white rum (charcoal-filtered 1-4 years old)', 'Green melon liqueur', 'Coconut rum liqueur (35-40% alc./vol.)', 'Dutch Cacao white crème de cacao', 'Single cream / half-and-half']","['1 shot', '3⁄4 shot', '1⁄2 shot', '1⁄4 shot', '1 1⁄2 shot']",5,5,251 calories,,19.1,,6,Creamy,https://www.diffordsguide.com/cocktails/recipe/1284/index.html
Melon Daiquiri #1 (served 'up'),Martini glass,"['Melon', 'slice', 'or', 'melon', 'balls']","Cut melon into 8 segments and deseed. Cut cubes of flesh from skin of one segment and MUDDLE in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","['Melon (Cantaloupe)', 'Light white rum (charcoal-filtered 1-4 years old)', 'Green melon liqueur', 'Lime juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['1⁄6 fresh', '2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄6 shot']",,,,,Cocktails & Mixed Drinks,,5,Modern,https://www.diffordsguide.com/cocktails/recipe/1285/index.html
Melon Daiquiri (served frozen),Martini glass,"['Melon', 'slice', 'or', 'melon', 'balls']",Cut melon into 8 segments and deseed. Cut cubes of flesh from skin of one segment and place in blender. Add other ingredients and BLEND with half scoop of crushed ice. Serve with straws.,"['Melon (Cantaloupe)', 'Light white rum (charcoal-filtered 1-4 years old)', 'Green melon liqueur', 'Lime juice (freshly squeezed)']","['1 segment', '2 shot', '1⁄2 shot', '1⁄2 shot']",,,,,Cocktails & Mixed Drinks,,1,Fruity,https://www.diffordsguide.com/cocktails/recipe/1286/index.html
Melon Margarita #1 (served 'up'),Coupe glass,"['Melon', 'slice', 'or', 'melon', 'balls']","Cut melon into 8 segments and deseed. Cut cubes of flesh from skin of one segment and MUDDLE in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","['Melon (Cantaloupe)', 'Patrón Reposado tequila', 'Green melon liqueur', 'Lime juice (freshly squeezed)']","['1⁄6 fresh', '2 shot', '1 shot', '1 shot']",,,,,Cocktails & Mixed Drinks,,4,Fruity,https://www.diffordsguide.com/cocktails/recipe/1287/index.html
Melon Margarita #2 (served frozen),Coupe glass,"['Melon', 'slice', 'or', 'melon', 'balls']",Cut melon into 8 segments and deseed. Cut cubes of flesh from skin of one segment and place in blender. Add other ingredients and BLEND with 6oz scoop crushed ice. Serve with straws.,"['Melon (Cantaloupe)', 'Patrón Reposado tequila', 'Green melon liqueur', 'Lime juice (freshly squeezed)']","['1⁄6 fresh', '2 shot', '1 shot', '1⁄2 shot']",,,,,Cocktails & Mixed Drinks,,2,Frozen (blended),https://www.diffordsguide.com/cocktails/recipe/1288/index.html
